age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Adult,Intermediate,French Revolution,Revolution,Medium,Quiz,How did French Revolution influence society? (ID-163),1789,0,34,No,3,Easy
Teen,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,What were the consequences of Indus Valley Civilization? (ID-799),1776,0,10,No,2,Easy
Teen,Intermediate,Ancient Egypt,Culture,Medium,Quiz,What role did leadership play in Ancient Egypt? (ID-1301),1939,0,33,Yes,1,Easy
Child,Advanced,World War II,War,Hard,Challenge,What role did leadership play in World War II? (ID-1409),historical explanation,1,15,No,3,Hard
Teen,Advanced,Cold War,Politics,Hard,Simulation,Explain the impact of Cold War (ID-1307),strategic decision,0,33,No,1,Medium
Teen,Advanced,World War II,War,Medium,Challenge,Explain the impact of World War II (ID-372),historical explanation,1,38,No,2,Hard
Adult,Beginner,World War I,War,Hard,Challenge,Why is World War I important? (ID-45),historical explanation,0,12,No,3,Medium
Adult,Intermediate,Cold War,Politics,Easy,Quiz,Describe key events of Cold War (ID-1262),1945,1,22,Yes,3,Medium
Adult,Beginner,French Revolution,Revolution,Hard,Challenge,Describe key events of French Revolution (ID-1479),historical explanation,0,28,No,2,Medium
Teen,Beginner,French Revolution,Revolution,Medium,Quiz,When did French Revolution begin? (ID-657),1945,1,26,No,2,Hard
Teen,Advanced,Industrial Revolution,Culture,Hard,Quiz,Who were key figures in Industrial Revolution? (ID-819),1776,1,31,Yes,2,Hard
Child,Beginner,World War II,War,Medium,Quiz,What were the consequences of World War II? (ID-968),1939,1,18,No,2,Hard
Teen,Beginner,Roman Empire,Politics,Hard,Challenge,What was the outcome of Roman Empire? (ID-694),historical explanation,0,10,No,1,Medium
Child,Beginner,French Revolution,Revolution,Medium,Simulation,What were the consequences of French Revolution? (ID-1269),strategic decision,1,16,Yes,1,Hard
Teen,Intermediate,American Revolution,Revolution,Medium,Quiz,Who were key figures in American Revolution? (ID-726),1945,1,23,Yes,1,Hard
Teen,Intermediate,French Revolution,Revolution,Hard,Quiz,Describe key events of French Revolution (ID-34),1776,1,32,No,2,Hard
Child,Beginner,Industrial Revolution,Culture,Hard,Quiz,What were the consequences of Industrial Revolution? (ID-1015),1914,0,25,Yes,3,Medium
Adult,Intermediate,Cold War,Politics,Hard,Challenge,What was the outcome of Cold War? (ID-1296),historical explanation,1,35,Yes,1,Hard
Adult,Beginner,Roman Empire,Politics,Hard,Simulation,How did Roman Empire influence society? (ID-23),strategic decision,0,32,Yes,1,Medium
Adult,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,Who were key figures in Indus Valley Civilization? (ID-346),1914,1,25,Yes,3,Hard
Child,Intermediate,Roman Empire,Politics,Hard,Challenge,Who were key figures in Roman Empire? (ID-1133),historical explanation,0,15,Yes,3,Medium
Teen,Intermediate,World War II,War,Hard,Challenge,Who were key figures in World War II? (ID-1106),historical explanation,1,33,Yes,1,Hard
Teen,Advanced,French Revolution,Revolution,Hard,Quiz,Describe key events of French Revolution (ID-89),1939,0,33,Yes,1,Medium
Child,Intermediate,Ancient Egypt,Culture,Medium,Quiz,When did Ancient Egypt begin? (ID-70),1945,0,18,No,2,Easy
Teen,Advanced,American Revolution,Revolution,Medium,Simulation,What were the consequences of American Revolution? (ID-724),strategic decision,1,13,Yes,2,Hard
Teen,Beginner,Roman Empire,Politics,Hard,Quiz,What caused Roman Empire? (ID-1287),1945,0,38,Yes,2,Medium
Teen,Advanced,Cold War,Politics,Hard,Challenge,Describe key events of Cold War (ID-185),historical explanation,0,37,No,3,Medium
Child,Beginner,World War I,War,Hard,Simulation,Who were key figures in World War I? (ID-26),strategic decision,0,9,Yes,1,Medium
Adult,Advanced,World War I,War,Medium,Simulation,Explain the impact of World War I (ID-970),strategic decision,1,27,Yes,1,Hard
Child,Beginner,Industrial Revolution,Culture,Easy,Challenge,What role did leadership play in Industrial Revolution? (ID-307),historical explanation,0,37,Yes,2,Easy
Teen,Intermediate,World War II,War,Hard,Quiz,What caused World War II? (ID-915),1939,0,23,Yes,1,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Simulation,Explain the impact of Indus Valley Civilization (ID-445),strategic decision,1,16,No,2,Medium
Adult,Advanced,American Revolution,Revolution,Medium,Simulation,What was the outcome of American Revolution? (ID-355),strategic decision,0,36,No,2,Easy
Teen,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,Who were key figures in Indus Valley Civilization? (ID-309),historical explanation,1,33,Yes,2,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Quiz,When did French Revolution begin? (ID-1171),1789,1,13,No,1,Medium
Teen,Advanced,Indus Valley Civilization,Culture,Medium,Challenge,What caused Indus Valley Civilization? (ID-100),historical explanation,0,10,Yes,1,Easy
Child,Advanced,Industrial Revolution,Culture,Easy,Simulation,Describe key events of Industrial Revolution (ID-44),strategic decision,1,17,No,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Easy,Challenge,How did Industrial Revolution influence society? (ID-770),historical explanation,1,8,Yes,3,Medium
Adult,Beginner,Cold War,Politics,Medium,Simulation,When did Cold War begin? (ID-808),strategic decision,0,5,Yes,1,Easy
Teen,Advanced,French Revolution,Revolution,Easy,Challenge,How did French Revolution influence society? (ID-1237),historical explanation,1,15,No,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Hard,Challenge,What caused Industrial Revolution? (ID-233),historical explanation,1,33,No,2,Hard
Teen,Intermediate,French Revolution,Revolution,Hard,Quiz,Describe key events of French Revolution (ID-10),1776,1,6,No,3,Hard
Child,Beginner,Industrial Revolution,Culture,Easy,Simulation,How did Industrial Revolution influence society? (ID-977),strategic decision,1,9,No,3,Medium
Adult,Beginner,American Revolution,Revolution,Medium,Simulation,What caused American Revolution? (ID-1338),strategic decision,0,11,No,1,Easy
Teen,Advanced,Ancient Egypt,Culture,Hard,Simulation,Who were key figures in Ancient Egypt? (ID-321),strategic decision,1,21,Yes,1,Hard
Teen,Intermediate,Ancient Egypt,Culture,Easy,Challenge,Who were key figures in Ancient Egypt? (ID-351),historical explanation,1,21,No,2,Medium
Adult,Intermediate,Cold War,Politics,Hard,Challenge,Who were key figures in Cold War? (ID-740),historical explanation,1,6,No,3,Hard
Teen,Beginner,Industrial Revolution,Culture,Medium,Challenge,How did Industrial Revolution influence society? (ID-833),historical explanation,0,25,No,1,Easy
Child,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,Describe key events of Indus Valley Civilization (ID-365),1776,0,11,No,1,Easy
Adult,Advanced,Ancient Egypt,Culture,Hard,Challenge,How did Ancient Egypt influence society? (ID-733),historical explanation,0,13,Yes,1,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Hard,Simulation,Who were key figures in Indus Valley Civilization? (ID-60),strategic decision,0,32,Yes,3,Medium
Adult,Advanced,French Revolution,Revolution,Medium,Quiz,Explain the impact of French Revolution (ID-488),1945,1,16,Yes,3,Hard
Child,Intermediate,World War I,War,Hard,Simulation,Why is World War I important? (ID-462),strategic decision,0,11,Yes,1,Medium
Adult,Beginner,World War II,War,Easy,Challenge,Why is World War II important? (ID-73),historical explanation,0,31,No,1,Easy
Teen,Advanced,Cold War,Politics,Hard,Quiz,Explain the impact of Cold War (ID-454),1914,1,33,No,1,Hard
Teen,Beginner,American Revolution,Revolution,Medium,Simulation,Why is American Revolution important? (ID-1197),strategic decision,0,28,No,1,Easy
Child,Intermediate,Industrial Revolution,Culture,Hard,Quiz,What were the consequences of Industrial Revolution? (ID-1144),1914,0,26,Yes,3,Medium
Child,Advanced,Industrial Revolution,Culture,Medium,Simulation,Describe key events of Industrial Revolution (ID-730),strategic decision,1,36,Yes,1,Hard
Adult,Advanced,French Revolution,Revolution,Medium,Simulation,What role did leadership play in French Revolution? (ID-1093),strategic decision,1,10,No,2,Hard
Teen,Beginner,World War II,War,Medium,Simulation,What was the outcome of World War II? (ID-168),strategic decision,0,10,No,1,Easy
Teen,Beginner,Cold War,Politics,Hard,Challenge,What caused Cold War? (ID-1076),historical explanation,0,20,No,1,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Hard,Challenge,What caused Indus Valley Civilization? (ID-928),historical explanation,1,29,No,2,Hard
Child,Intermediate,Industrial Revolution,Culture,Medium,Challenge,What role did leadership play in Industrial Revolution? (ID-1124),historical explanation,0,14,No,3,Easy
Adult,Advanced,Roman Empire,Politics,Hard,Quiz,What were the consequences of Roman Empire? (ID-1036),1945,1,10,No,3,Hard
Adult,Intermediate,Roman Empire,Politics,Medium,Simulation,Who were key figures in Roman Empire? (ID-552),strategic decision,0,33,No,3,Easy
Child,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,Who were key figures in Indus Valley Civilization? (ID-172),1939,1,11,No,3,Hard
Adult,Intermediate,French Revolution,Revolution,Hard,Simulation,What role did leadership play in French Revolution? (ID-220),strategic decision,0,27,No,1,Medium
Adult,Advanced,World War I,War,Hard,Quiz,What role did leadership play in World War I? (ID-411),1939,1,19,No,1,Hard
Child,Intermediate,Roman Empire,Politics,Medium,Quiz,When did Roman Empire begin? (ID-511),1939,1,8,No,2,Hard
Child,Beginner,World War I,War,Easy,Simulation,Explain the impact of World War I (ID-1006),strategic decision,1,13,No,1,Medium
Child,Beginner,Ancient Egypt,Culture,Easy,Challenge,How did Ancient Egypt influence society? (ID-397),historical explanation,0,40,Yes,2,Easy
Teen,Beginner,World War II,War,Easy,Quiz,What caused World War II? (ID-274),1789,1,40,Yes,3,Medium
Child,Beginner,Cold War,Politics,Medium,Quiz,Describe key events of Cold War (ID-788),1914,0,17,No,3,Easy
Child,Intermediate,World War II,War,Medium,Simulation,How did World War II influence society? (ID-344),strategic decision,1,22,Yes,3,Hard
Child,Intermediate,World War I,War,Hard,Challenge,Who were key figures in World War I? (ID-448),historical explanation,0,15,Yes,3,Medium
Child,Intermediate,American Revolution,Revolution,Hard,Quiz,What were the consequences of American Revolution? (ID-1194),1789,1,17,No,2,Hard
Teen,Beginner,Roman Empire,Politics,Hard,Simulation,Who were key figures in Roman Empire? (ID-1483),strategic decision,0,20,No,1,Medium
Adult,Advanced,Ancient Egypt,Culture,Easy,Simulation,Why is Ancient Egypt important? (ID-1201),strategic decision,1,24,Yes,1,Medium
Adult,Advanced,French Revolution,Revolution,Easy,Simulation,Describe key events of French Revolution (ID-175),strategic decision,1,33,No,2,Medium
Adult,Advanced,World War II,War,Hard,Challenge,What caused World War II? (ID-139),historical explanation,1,17,No,2,Hard
Adult,Advanced,World War II,War,Hard,Quiz,How did World War II influence society? (ID-8),1939,0,33,Yes,3,Medium
Child,Intermediate,Industrial Revolution,Culture,Easy,Simulation,When did Industrial Revolution begin? (ID-225),strategic decision,1,29,No,2,Medium
Teen,Beginner,French Revolution,Revolution,Hard,Simulation,Explain the impact of French Revolution (ID-812),strategic decision,0,16,No,3,Medium
Teen,Beginner,American Revolution,Revolution,Hard,Challenge,What role did leadership play in American Revolution? (ID-337),historical explanation,1,18,No,2,Hard
Teen,Advanced,World War I,War,Medium,Simulation,Explain the impact of World War I (ID-1334),strategic decision,0,26,No,2,Easy
Teen,Advanced,Industrial Revolution,Culture,Hard,Simulation,How did Industrial Revolution influence society? (ID-217),strategic decision,0,33,No,2,Medium
Teen,Intermediate,World War I,War,Medium,Simulation,What was the outcome of World War I? (ID-479),strategic decision,1,39,Yes,3,Hard
Child,Intermediate,Ancient Egypt,Culture,Easy,Simulation,Who were key figures in Ancient Egypt? (ID-594),strategic decision,1,17,Yes,3,Medium
Child,Beginner,World War II,War,Medium,Quiz,What role did leadership play in World War II? (ID-1286),1914,1,20,Yes,2,Hard
Child,Advanced,Indus Valley Civilization,Culture,Medium,Quiz,Explain the impact of Indus Valley Civilization (ID-1265),1914,0,8,No,2,Easy
Adult,Beginner,Cold War,Politics,Easy,Quiz,Explain the impact of Cold War (ID-1243),1945,1,24,Yes,1,Medium
Teen,Intermediate,French Revolution,Revolution,Hard,Challenge,What role did leadership play in French Revolution? (ID-419),historical explanation,0,16,Yes,1,Medium
Teen,Intermediate,Industrial Revolution,Culture,Medium,Simulation,Who were key figures in Industrial Revolution? (ID-911),strategic decision,0,17,No,3,Easy
Adult,Advanced,American Revolution,Revolution,Easy,Simulation,What role did leadership play in American Revolution? (ID-1471),strategic decision,1,40,No,3,Medium
Teen,Advanced,Ancient Egypt,Culture,Hard,Quiz,Explain the impact of Ancient Egypt (ID-750),1914,0,25,No,2,Medium
Child,Beginner,World War I,War,Easy,Challenge,Who were key figures in World War I? (ID-26),historical explanation,0,37,Yes,1,Easy
Teen,Intermediate,Indus Valley Civilization,Culture,Hard,Challenge,What caused Indus Valley Civilization? (ID-333),historical explanation,1,13,Yes,1,Hard
Child,Advanced,World War I,War,Medium,Simulation,What caused World War I? (ID-800),strategic decision,1,39,Yes,1,Hard
Teen,Advanced,Ancient Egypt,Culture,Easy,Simulation,Describe key events of Ancient Egypt (ID-1023),strategic decision,1,37,Yes,3,Medium
Teen,Intermediate,Industrial Revolution,Culture,Hard,Quiz,Who were key figures in Industrial Revolution? (ID-1083),1914,0,12,Yes,2,Medium
Child,Beginner,Ancient Egypt,Culture,Medium,Challenge,How did Ancient Egypt influence society? (ID-745),historical explanation,0,14,No,1,Easy
Child,Beginner,Cold War,Politics,Easy,Simulation,Explain the impact of Cold War (ID-1307),strategic decision,0,21,No,2,Easy
Adult,Advanced,World War II,War,Medium,Simulation,What role did leadership play in World War II? (ID-838),strategic decision,1,18,Yes,3,Hard
Child,Beginner,American Revolution,Revolution,Medium,Challenge,Explain the impact of American Revolution (ID-1357),historical explanation,0,22,Yes,2,Easy
Child,Advanced,Ancient Egypt,Culture,Easy,Challenge,Who were key figures in Ancient Egypt? (ID-529),historical explanation,1,25,Yes,2,Medium
Adult,Beginner,Roman Empire,Politics,Hard,Quiz,What was the outcome of Roman Empire? (ID-752),1789,0,32,Yes,2,Medium
Child,Advanced,Indus Valley Civilization,Culture,Hard,Quiz,What was the outcome of Indus Valley Civilization? (ID-946),1945,0,39,Yes,2,Medium
Child,Beginner,World War II,War,Medium,Quiz,Who were key figures in World War II? (ID-705),1939,1,10,No,1,Hard
Adult,Beginner,American Revolution,Revolution,Easy,Simulation,When did American Revolution begin? (ID-987),strategic decision,0,22,Yes,1,Easy
Adult,Beginner,Industrial Revolution,Culture,Easy,Simulation,Explain the impact of Industrial Revolution (ID-636),strategic decision,1,38,No,1,Medium
Child,Intermediate,American Revolution,Revolution,Hard,Simulation,Describe key events of American Revolution (ID-1200),strategic decision,1,30,Yes,1,Hard
Adult,Beginner,French Revolution,Revolution,Medium,Challenge,What was the outcome of French Revolution? (ID-973),historical explanation,0,29,Yes,3,Easy
Teen,Advanced,Indus Valley Civilization,Culture,Hard,Challenge,What caused Indus Valley Civilization? (ID-1372),historical explanation,1,11,No,1,Hard
Child,Intermediate,World War I,War,Hard,Quiz,How did World War I influence society? (ID-332),1945,1,23,No,2,Hard
Adult,Beginner,World War II,War,Easy,Challenge,Why is World War II important? (ID-959),historical explanation,1,40,No,2,Medium
Teen,Beginner,World War II,War,Medium,Simulation,How did World War II influence society? (ID-81),strategic decision,0,17,Yes,1,Easy
